 0.000000	 0.000000	 0.707107
 0.062832	 0.125581	 0.750111
 0.125664	 0.250666	 0.790155
 0.188496	 0.374763	 0.827081
 0.251327	 0.497380	 0.860742
 0.314159	 0.618034	 0.891007
 0.376991	 0.736249	 0.917755
 0.439823	 0.851559	 0.940881
 0.502655	 0.963507	 0.960294
 0.565487	 1.071654	 0.975917
 0.628319	 1.175571	 0.987688
 0.691150	 1.274848	 0.995562
 0.753982	 1.369094	 0.999507
 0.816814	 1.457937	 0.999507
 0.879646	 1.541026	 0.995562
 0.942478	 1.618034	 0.987688
 1.005310	 1.688656	 0.975917
 1.068142	 1.752613	 0.960294
 1.130973	 1.809654	 0.940881
 1.193805	 1.859553	 0.917755
 1.256637	 1.902113	 0.891007
 1.319469	 1.937166	 0.860742
 1.382301	 1.964575	 0.827081
 1.445133	 1.984229	 0.790155
 1.507964	 1.996053	 0.750111
 1.570796	 2.000000	 0.707107
 1.633628	 1.996053	 0.661312
 1.696460	 1.984229	 0.612907
 1.759292	 1.964575	 0.562083
 1.822124	 1.937166	 0.509041
 1.884956	 1.902113	 0.453990
 1.947787	 1.859553	 0.397148
 2.010619	 1.809654	 0.338738
 2.073451	 1.752613	 0.278991
 2.136283	 1.688656	 0.218143
 2.199115	 1.618034	 0.156434
 2.261947	 1.541026	 0.094108
 2.324779	 1.457937	 0.031411
 2.387610	 1.369094	-0.031411
 2.450442	 1.274848	-0.094108
 2.513274	 1.175571	-0.156434
 2.576106	 1.071654	-0.218143
 2.638938	 0.963507	-0.278991
 2.701770	 0.851559	-0.338738
 2.764602	 0.736249	-0.397148
 2.827433	 0.618034	-0.453990
 2.890265	 0.497380	-0.509041
 2.953097	 0.374763	-0.562083
 3.015929	 0.250666	-0.612907
 3.078761	 0.125581	-0.661312
 3.141593	-0.000000	-0.707107
 3.204425	-0.125581	-0.750111
 3.267256	-0.250666	-0.790155
 3.330088	-0.374763	-0.827081
 3.392920	-0.497380	-0.860742
 3.455752	-0.618034	-0.891007
 3.518584	-0.736249	-0.917755
 3.581416	-0.851559	-0.940881
 3.644247	-0.963507	-0.960294
 3.707079	-1.071654	-0.975917
 3.769911	-1.175571	-0.987688
 3.832743	-1.274848	-0.995562
 3.895575	-1.369094	-0.999507
 3.958407	-1.457937	-0.999507
 4.021239	-1.541026	-0.995562
 4.084070	-1.618034	-0.987688
 4.146902	-1.688656	-0.975917
 4.209734	-1.752613	-0.960294
 4.272566	-1.809654	-0.940881
 4.335398	-1.859553	-0.917755
 4.398230	-1.902113	-0.891007
 4.461062	-1.937166	-0.860742
 4.523893	-1.964575	-0.827081
 4.586725	-1.984229	-0.790155
 4.649557	-1.996053	-0.750111
 4.712389	-2.000000	-0.707107
 4.775221	-1.996053	-0.661312
 4.838053	-1.984229	-0.612907
 4.900885	-1.964575	-0.562083
 4.963716	-1.937166	-0.509041
 5.026548	-1.902113	-0.453990
 5.089380	-1.859553	-0.397148
 5.152212	-1.809654	-0.338738
 5.215044	-1.752613	-0.278991
 5.277876	-1.688656	-0.218143
 5.340708	-1.618034	-0.156434
 5.403539	-1.541026	-0.094108
 5.466371	-1.457937	-0.031411
 5.529203	-1.369094	 0.031411
 5.592035	-1.274848	 0.094108
 5.654867	-1.175571	 0.156434
 5.717699	-1.071654	 0.218143
 5.780530	-0.963507	 0.278991
 5.843362	-0.851559	 0.338738
 5.906194	-0.736249	 0.397148
 5.969026	-0.618034	 0.453990
 6.031858	-0.497380	 0.509041
 6.094690	-0.374763	 0.562083
 6.157522	-0.250666	 0.612907
 6.220353	-0.125581	 0.661312
 6.283185	-0.000000	 0.707107
